STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_sb,Economical indicator for structural business statistics,sizeclas,Size classes in number of employees,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,1-4,From 1 to 4 employees,J59,"Motion picture, video and television programme production, sound recording and music publishing activities",SI,Slovenia,2015,,3.86,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,1-4,From 1 to 4 employees,J59,"Motion picture, video and television programme production, sound recording and music publishing activities",SI,Slovenia,2016,,4.89,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,1-4,From 1 to 4 employees,J59,"Motion picture, video and television programme production, sound recording and music publishing activities",SI,Slovenia,2017,,5.66,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,1-4,From 1 to 4 employees,J59,"Motion picture, video and television programme production, sound recording and music publishing activities",SI,Slovenia,2018,,4.74,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,1-4,From 1 to 4 employees,J59,"Motion picture, video and television programme production, sound recording and music publishing activities",SI,Slovenia,2019,,3.38,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,1-4,From 1 to 4 employees,J59,"Motion picture, video and television programme production, sound recording and music publishing activities",SI,Slovenia,2020,,1.97,,p,provisional,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,1-4,From 1 to 4 employees,J59,"Motion picture, video and television programme production, sound recording and music publishing activities",SK,Slovakia,2011,,11.30,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,1-4,From 1 to 4 employees,J59,"Motion picture, video and television programme production, sound recording and music publishing activities",SK,Slovakia,2012,,4.60,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,1-4,From 1 to 4 employees,J59,"Motion picture, video and television programme production, sound recording and music publishing activities",SK,Slovakia,2013,,3.49,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,1-4,From 1 to 4 employees,J59,"Motion picture, video and television programme production, sound recording and music publishing activities",SK,Slovakia,2014,,0.61,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,1-4,From 1 to 4 employees,J59,"Motion picture, video and television programme production, sound recording and music publishing activities",SK,Slovakia,2015,,2.46,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,1-4,From 1 to 4 employees,J59,"Motion picture, video and television programme production, sound recording and music publishing activities",SK,Slovakia,2016,,1.55,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,1-4,From 1 to 4 employees,J59,"Motion picture, video and television programme production, sound recording and music publishing activities",SK,Slovakia,2017,,1.82,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,1-4,From 1 to 4 employees,J59,"Motion picture, video and television programme production, sound recording and music publishing activities",SK,Slovakia,2018,,2.30,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,1-4,From 1 to 4 employees,J59,"Motion picture, video and television programme production, sound recording and music publishing activities",SK,Slovakia,2019,,3.08,,p,provisional,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,1-4,From 1 to 4 employees,J59,"Motion picture, video and television programme production, sound recording and music publishing activities",SK,Slovakia,2020,,1.09,,e,estimated,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,1-4,From 1 to 4 employees,J59,"Motion picture, video and television programme production, sound recording and music publishing activities",TR,Türkiye,2013,,11.02,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,1-4,From 1 to 4 employees,J59,"Motion picture, video and television programme production, sound recording and music publishing activities",TR,Türkiye,2014,,9.13,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,1-4,From 1 to 4 employees,J59,"Motion picture, video and television programme production, sound recording and music publishing activities",TR,Türkiye,2015,,9.23,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,1-4,From 1 to 4 employees,J59,"Motion picture, video and television programme production, sound recording and music publishing activities",TR,Türkiye,2016,,10.40,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,1-4,From 1 to 4 employees,J59,"Motion picture, video and television programme production, sound recording and music publishing activities",TR,Türkiye,2017,,9.63,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,1-4,From 1 to 4 employees,J59,"Motion picture, video and television programme production, sound recording and music publishing activities",TR,Türkiye,2018,,11.24,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,1-4,From 1 to 4 employees,J59,"Motion picture, video and television programme production, sound recording and music publishing activities",UK,United Kingdom,2011,,9.30,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,1-4,From 1 to 4 employees,J59,"Motion picture, video and television programme production, sound recording and music publishing activities",UK,United Kingdom,2012,,9.25,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,1-4,From 1 to 4 employees,J59,"Motion picture, video and television programme production, sound recording and music publishing activities",UK,United Kingdom,2013,,8.99,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,1-4,From 1 to 4 employees,J59,"Motion picture, video and television programme production, sound recording and music publishing activities",UK,United Kingdom,2014,,8.57,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,1-4,From 1 to 4 employees,J59,"Motion picture, video and television programme production, sound recording and music publishing activities",UK,United Kingdom,2015,,8.77,,,,,
dataflow,ESTAT:BD_9BD_SZ_CL_R2(1.0),Business demography by size class and NACE Rev. 2 activity (2004-2020),A,Annual,V97030,Death rate: number of enterprise deaths in the reference period (t) divided by the number of enterprises active in t - percentage,1-4,From 1 to 4 employees,J59,"Motion picture, video and television programme production, sound recording and music publishing activities",UK,United Kingdom,2016,,8.71,,,,,
